CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
15624793,€184244.86,1,No,5,No,0
15597930,€59669.43,1,No,8,No,1
15665110,€79543.59,1,Yes,7,Yes,0
15770719,€151553.19,1,Yes,6,Yes,0
15731327,€166527.88,2,Yes,2,Yes,0
15576044,€150329.15,1,No,6,No,0
15775662,€121911.59,1,No,8,No,0
15646817,€156773.78,2,No,9,No,0
15596060,€127864.26,1,Yes,8,Yes,0
15723299,€113709.28,1,Yes,4,Yes,1
15636982,€79974.55,1,Yes,7,Yes,0
15751175,€0.0,2,Yes,2,Yes,0
15618936,€0.0,1,No,5,No,1
15787529,€0.0,1,No,0,No,1
15780128,€144427.96,2,No,3,No,0
15615991,€99263.09,1,Yes,7,Yes,0
15757001,€79368.87,2,Yes,2,Yes,0
15595388,€0.0,2,Yes,10,Yes,0
15699550,€0.0,2,Yes,9,Yes,0
15581620,€0.0,3,Yes,2,Yes,0
15600934,€125095.94,1,No,7,No,1
15738672,€162485.8,2,No,2,No,0
15721307,€95668.82,2,No,1,No,0
15619280,€0.0,2,No,4,No,0
15768244,€0.0,2,Yes,8,Yes,0
15806837,€0.0,1,No,4,No,0
15643496,€74197.38,2,No,5,No,0
15813916,€89688.94,1,Yes,1,Yes,0
15626385,€103121.33,2,Yes,10,Yes,0
15603582,€0.0,1,No,3,No,0
15764351,€120170.07,1,Yes,5,Yes,0
15667938,€149136.31,2,Yes,9,Yes,0
15576360,€141136.79,1,Yes,1,Yes,0
15628813,€152341.55,1,No,4,No,0
15584190,€120026.98,2,Yes,7,Yes,0
15716449,€132168.28,1,No,9,No,0
15759913,€85200.82,2,Yes,6,Yes,0
15701555,€84903.33,2,Yes,1,Yes,0
15758482,€0.0,2,No,0,No,0
15758171,€0.0,1,Yes,4,Yes,0
15680346,€0.0,1,No,8,No,0
15649124,€121535.18,1,No,9,No,0
15812917,€116662.96,2,Yes,6,Yes,0
15768455,€0.0,2,Yes,8,Yes,0
15703059,€124829.16,1,Yes,6,Yes,0
15646196,€155180.56,2,No,2,No,0
15585451,€108262.87,1,Yes,1,Yes,0
15714057,€0.0,2,No,4,No,0
15748473,€0.0,2,No,5,No,0
15785782,€0.0,1,Yes,2,Yes,1
15693233,€99812.88,2,Yes,6,Yes,0
15757521,€132164.26,1,Yes,2,Yes,0
15812513,€103583.05,1,No,10,No,1
15674950,€142406.43,2,No,4,No,0
15678572,€99842.5,2,No,7,No,1
15713608,€0.0,2,Yes,5,Yes,0
15579262,€0.0,1,No,9,No,0
15610426,€81042.42,1,Yes,5,Yes,0
15776454,€0.0,1,No,5,No,1
15771483,€0.0,2,Yes,6,Yes,0
15648489,€199689.49,1,Yes,4,Yes,1
15646609,€142645.43,1,No,1,No,0
15693203,€0.0,2,Yes,5,Yes,0
15813067,€110219.14,1,No,3,No,1
15769829,€0.0,2,Yes,3,Yes,0
15662434,€0.0,2,No,3,No,0
15773503,€0.0,2,No,4,No,0
15705890,€142072.02,1,No,7,No,0
15711398,€0.0,2,No,6,No,0
15752375,€149564.61,1,No,8,No,0
15659175,€0.0,2,No,9,No,0
15597033,€153366.13,1,Yes,8,Yes,0
15590228,€76467.16,1,Yes,6,Yes,0
15631848,€121508.28,1,Yes,9,Yes,0
15654211,€0.0,1,Yes,1,Yes,0
15707968,€73211.12,2,No,8,No,1
15594084,€0.0,2,No,9,No,0
15651093,€0.0,2,Yes,1,Yes,0
15798824,€92674.94,2,No,0,No,0
15671591,€96196.24,4,No,3,No,1
15707189,€114391.62,1,Yes,1,Yes,0
15733581,€80262.66,1,No,9,No,0
15641640,€173331.52,1,No,7,No,0
15585284,€147285.52,1,Yes,7,Yes,0
15617866,€119785.47,2,Yes,5,Yes,0
15667751,€140137.15,1,No,1,No,0
15669411,€107467.56,1,No,6,No,1
15789425,€98218.04,2,No,8,No,1
15570943,€133607.75,1,Yes,2,Yes,0
15685829,€0.0,2,Yes,3,Yes,0
15721917,€95139.41,1,Yes,8,Yes,0
15776047,€0.0,2,Yes,3,Yes,0
15716024,€0.0,2,No,5,No,0
15675328,€0.0,2,No,6,No,0
15604314,€97331.19,1,No,1,No,0
15658339,€139265.63,2,Yes,2,Yes,0
15630402,€0.0,1,Yes,9,Yes,0
15689616,€168094.01,1,No,5,No,0
15774224,€131563.88,2,No,5,No,0
15701291,€0.0,2,No,3,No,0
15719606,€0.0,2,No,9,No,0
15644119,€0.0,1,Yes,3,Yes,0
15646859,€107363.29,1,Yes,7,Yes,0
15606836,€94493.03,1,Yes,2,Yes,0
15664150,€170214.23,2,No,9,No,0
15624510,€139781.06,1,No,6,No,1
15810944,€0.0,2,No,7,No,0
15668575,€148610.41,3,Yes,8,Yes,1
15603246,€170241.7,2,Yes,2,Yes,0
15804002,€128306.83,1,Yes,1,Yes,0
15728773,€0.0,2,Yes,7,Yes,0
15598044,€0.0,1,Yes,3,Yes,0
15694829,€175454.0,1,Yes,7,Yes,0
15600575,€0.0,2,No,6,No,0
15727311,€100885.93,2,Yes,0,Yes,0
15570769,€93320.8,1,Yes,9,Yes,0
15606274,€63176.44,2,Yes,6,Yes,0
15746139,€139451.67,1,No,2,No,0
15704987,€49113.75,1,No,8,No,0
15628972,€123906.22,3,Yes,1,Yes,1
15697686,€0.0,2,Yes,6,Yes,0
15733883,€0.0,2,No,7,No,0
15617482,€131441.51,1,No,1,No,1
15704583,€0.0,1,No,2,No,1
15621083,€136325.48,2,Yes,6,Yes,1
15649487,€113150.44,2,No,4,No,1
15736760,€0.0,1,No,9,No,0
15714658,€0.0,2,Yes,4,Yes,0
15599081,€102785.16,1,Yes,8,Yes,0
15705113,€83264.28,1,No,6,No,0
15631159,€72252.64,2,Yes,4,Yes,0
15792818,€148051.52,1,No,6,No,0
15633531,€138489.66,1,Yes,9,Yes,0
15744529,€0.0,2,Yes,8,Yes,0
15669656,€111589.33,1,Yes,6,Yes,0
15581198,€122104.79,1,No,0,No,1
15729054,€96106.83,1,Yes,4,Yes,0
15573452,€115930.87,1,No,7,No,0
15776733,€124513.66,2,No,7,No,0
15724858,€0.0,1,No,9,No,1
15713144,€0.0,1,No,8,No,0
15690188,€0.0,1,Yes,7,Yes,1
15689425,€100988.39,2,No,8,No,0
15671766,€118577.24,1,Yes,10,Yes,0
15782806,€0.0,2,No,6,No,0
15764419,€0.0,2,Yes,5,Yes,0
15591915,€0.0,1,Yes,2,Yes,1
15772798,€0.0,2,Yes,5,Yes,0
15792008,€0.0,2,Yes,9,Yes,0
15715541,€113311.11,1,Yes,9,Yes,0
15639277,€0.0,1,No,9,No,0
15798850,€0.0,2,No,7,No,0
15776348,€124365.42,1,No,4,No,1
15727696,€147249.29,2,Yes,1,Yes,0
15793813,€103688.19,1,Yes,7,Yes,0
15694395,€138740.24,2,No,1,No,0
15764195,€111900.14,1,Yes,4,Yes,0
15744919,€152760.24,1,Yes,0,Yes,0
15671655,€143966.3,2,Yes,7,Yes,1
15654901,€141556.96,1,No,10,No,0
15649136,€0.0,2,Yes,6,Yes,0
15775562,€0.0,2,No,5,No,0
15807481,€0.0,1,Yes,1,Yes,0
15642885,€0.0,2,No,8,No,0
15789109,€0.0,1,Yes,10,Yes,1
15814004,€0.0,2,Yes,2,Yes,0
15673619,€162560.32,1,No,9,No,0
15595135,€123229.46,1,No,7,No,0
15583681,€76665.71,2,Yes,7,Yes,0
15605000,€140278.99,3,Yes,9,Yes,1
15718071,€0.0,2,Yes,3,Yes,0
15679760,€115764.32,2,No,1,No,0
15654574,€131142.53,2,No,5,No,0
15577178,€68375.27,1,No,5,No,1
15595324,€117833.3,3,No,5,No,1
15756932,€0.0,2,Yes,7,Yes,0
15726358,€0.0,2,No,7,No,0
15595228,€0.0,1,Yes,7,Yes,1
15782530,€111093.01,1,No,2,No,0
15592877,€132657.55,1,No,9,No,0
15651983,€128882.49,1,Yes,9,Yes,1
15746737,€69129.59,1,Yes,9,Yes,0
15774179,€0.0,2,Yes,6,Yes,0
15667265,€121404.64,1,Yes,4,Yes,0
15655123,€131355.3,3,No,9,No,1
15595917,€102097.33,1,Yes,1,Yes,0
15668385,€154863.15,1,Yes,1,Yes,0
15709476,€99945.93,2,No,3,No,0
15711218,€121704.32,2,No,2,No,0
15798659,€0.0,2,No,3,No,0
15663939,€138782.76,1,Yes,8,Yes,0
15694946,€0.0,2,Yes,9,Yes,0
15631912,€136291.71,1,No,8,No,0
15768816,€107856.57,2,No,0,No,0
15682268,€108348.66,1,No,1,No,1
15684801,€93871.95,3,No,1,No,1
15636428,€0.0,1,No,1,No,1
15809823,€125860.2,1,No,2,No,0
15699284,€172713.44,1,No,8,No,0
15786993,€0.0,2,Yes,5,Yes,0
15709441,€0.0,1,Yes,8,Yes,0
15710257,€130786.92,1,Yes,3,Yes,0
15582492,€112367.34,1,No,2,No,0
15575694,€91091.06,2,No,7,No,0
15756820,€106198.5,1,Yes,7,Yes,0
15766289,€142669.93,2,No,5,No,0
15593014,€112833.35,1,Yes,1,Yes,0
15584545,€0.0,2,Yes,5,Yes,0
15675949,€0.0,2,Yes,4,Yes,0
15672091,€104336.43,2,No,2,No,0
15801658,€104305.74,1,Yes,6,Yes,0
15706185,€140187.1,2,Yes,5,Yes,0
15789863,€0.0,2,No,4,No,0
15720943,€114959.12,1,No,1,No,1
15697997,€164704.38,1,Yes,5,Yes,1
15665416,€119096.55,1,Yes,10,Yes,0
15660200,€0.0,2,Yes,1,Yes,0
15619653,€0.0,1,No,2,No,1
15773447,€0.0,1,No,8,No,0
15739160,€115465.28,1,No,9,No,0
15689237,€0.0,2,No,4,No,0
15679297,€184926.61,1,No,3,No,0
15591433,€85957.88,2,No,8,No,0
15642725,€114084.6,1,Yes,10,Yes,0
15701962,€166930.76,2,No,2,No,0
15811613,€0.0,1,No,8,No,0
15741049,€0.0,2,Yes,7,Yes,0
15724423,€107193.82,2,No,6,No,0
15574305,€116275.12,1,Yes,3,Yes,0
15678168,€0.0,2,Yes,7,Yes,0
15697020,€91068.56,1,No,2,No,0
15610801,€123049.21,1,Yes,5,Yes,0
15745232,€0.0,2,Yes,6,Yes,0
15722758,€0.0,2,No,7,No,0
15792102,€137781.65,1,No,3,No,0
15675185,€108128.96,2,Yes,2,Yes,0
15801247,€105317.73,2,No,10,No,0
15725660,€80569.73,1,No,1,No,0
15638963,€174852.89,1,Yes,4,Yes,0
15800061,€89158.94,3,No,3,No,1
15578006,€0.0,2,Yes,10,Yes,0
15668504,€89800.14,1,Yes,2,Yes,0
15687491,€101207.75,1,No,9,No,1
15610403,€106086.42,2,No,1,No,0
15741094,€0.0,2,Yes,1,Yes,0
15807909,€0.0,2,No,9,No,0
15666141,€101440.36,2,Yes,8,Yes,0
15617134,€0.0,2,No,4,No,0
15783029,€106603.74,2,Yes,7,Yes,0
15622833,€130420.2,2,No,10,No,0
15746422,€0.0,1,No,1,No,0
15750839,€45022.23,1,Yes,2,Yes,0
15749130,€74298.43,1,Yes,1,Yes,0
15779862,€133003.03,1,Yes,3,Yes,1
15767871,€0.0,2,Yes,7,Yes,0
15679651,€136689.66,1,No,1,No,0
15576219,€0.0,2,Yes,4,Yes,0
15699247,€0.0,2,Yes,5,Yes,1
15619087,€102520.37,1,Yes,1,Yes,0
15605327,€0.0,2,Yes,2,Yes,0
15610140,€0.0,2,No,5,No,0
15791174,€88382.01,1,Yes,1,Yes,0
15602373,€115049.15,2,No,4,No,0
15762605,€104796.54,1,Yes,1,Yes,0
15598840,€123082.08,1,No,1,No,0
15744279,€0.0,2,Yes,8,Yes,0
15670619,€0.0,2,No,8,No,0
15599533,€0.0,2,Yes,7,Yes,0
15757837,€88311.48,2,Yes,3,Yes,0
15697574,€0.0,3,Yes,9,Yes,0
15578738,€71872.19,1,Yes,7,Yes,0
15762228,€110046.93,2,No,6,No,0
15614827,€104430.08,1,Yes,8,Yes,0
15789815,€0.0,2,No,5,No,0
15579781,€138653.51,1,No,10,No,0
15587013,€102575.04,1,Yes,7,Yes,0
15570932,€137780.74,2,Yes,7,Yes,1
15794661,€0.0,2,No,2,No,0
15581654,€0.0,2,Yes,7,Yes,0
15644296,€105209.54,1,No,8,No,0
15614420,€109570.21,2,Yes,0,Yes,0
15609653,€118715.86,1,No,6,No,1
15594577,€0.0,2,Yes,10,Yes,0
15584114,€153393.18,2,Yes,2,Yes,0
15673367,€132603.36,1,No,6,No,0
15685576,€0.0,2,Yes,6,Yes,0
15774727,€129398.01,2,No,1,No,0
15694288,€0.0,2,No,3,No,0
15603319,€151352.74,1,No,2,No,0
15759066,€136836.49,1,No,5,No,1
15814816,€91592.06,1,No,4,No,1
15724402,€0.0,2,No,8,No,0
15571059,€0.0,1,No,3,No,1
15674206,€0.0,2,Yes,8,Yes,0
15715160,€165536.28,2,Yes,2,Yes,0
15730448,€62482.95,1,Yes,5,Yes,0
15662067,€68155.59,1,No,8,No,0
15779581,€55853.33,2,Yes,3,Yes,1
15662901,€0.0,2,Yes,2,Yes,0
15689751,€79589.43,1,No,2,No,0
15667742,€100880.76,1,Yes,5,Yes,0
15738448,€174330.35,2,No,3,No,0
15680243,€143390.51,1,No,7,No,0
15745083,€91415.76,1,No,8,No,1
15708228,€134366.42,1,No,3,No,0
15628523,€0.0,2,Yes,3,Yes,0
15708196,€88786.81,1,Yes,8,Yes,0
15735549,€96814.46,2,Yes,3,Yes,0
15809347,€160680.41,1,No,9,No,0
15660866,€0.0,2,No,3,No,0
15766609,€0.0,2,No,10,No,0
15654230,€145537.21,1,No,5,No,0
15794566,€0.0,2,Yes,4,Yes,1
15800890,€0.0,2,Yes,6,Yes,0
15697424,€119370.11,1,Yes,2,Yes,1
15724536,€0.0,2,Yes,1,Yes,0
15735878,€134381.52,1,No,10,No,1
15707596,€114888.74,2,Yes,8,Yes,1
15657163,€149332.48,2,No,1,No,0
15622478,€105061.74,3,No,7,No,1
15779529,€0.0,2,Yes,7,Yes,0
15636023,€0.0,1,Yes,10,Yes,1
15582066,€0.0,1,Yes,4,Yes,0
15666675,€155062.8,1,Yes,7,Yes,0
15732987,€88798.34,1,No,3,No,0
15789432,€0.0,2,No,6,No,0
15663161,€143139.87,1,No,5,No,1
15694879,€0.0,2,No,7,No,0
15593715,€107027.52,1,No,3,No,0
15575002,€140720.93,1,No,4,No,0
15622171,€80964.57,2,No,8,No,0
15795224,€178585.46,1,No,6,No,1
15685346,€135889.13,1,Yes,4,Yes,0
15691808,€134919.85,1,No,7,No,0
15721007,€115130.34,1,No,8,No,1
15794253,€138190.13,2,Yes,6,Yes,0
15694453,€131519.49,2,Yes,9,Yes,0
15813113,€0.0,1,No,5,No,1
15614187,€126935.98,2,Yes,3,Yes,0
15619407,€133707.09,1,Yes,4,Yes,0
15646227,€97893.2,1,No,1,No,0
15660541,€127900.03,1,No,5,No,0
15753874,€143835.47,1,Yes,10,Yes,0
15617877,€0.0,2,Yes,0,Yes,0
15772073,€0.0,1,No,10,No,1
15701537,€0.0,1,Yes,2,Yes,1
15736228,€129596.77,1,Yes,3,Yes,0
15780572,€0.0,2,No,4,No,0
15769596,€110407.44,2,No,2,No,1
15586996,€0.0,2,Yes,7,Yes,0
15722061,€142015.76,2,No,8,No,0
15638003,€81370.07,1,Yes,1,Yes,0
15775590,€69329.47,1,No,2,No,1
15730688,€116755.5,2,Yes,8,Yes,1
15753102,€83870.33,1,No,6,No,0
15810075,€130694.89,2,Yes,6,Yes,1
15723373,€117451.47,1,No,8,No,0
15795298,€206868.78,2,Yes,9,Yes,0
15584320,€111695.62,1,No,3,No,0
15724161,€137285.26,4,No,9,No,1
15750056,€149218.39,1,Yes,6,Yes,0
15609637,€0.0,2,Yes,7,Yes,0
15794493,€0.0,2,Yes,7,Yes,0
15569641,€130701.29,1,No,8,No,1
15815236,€0.0,2,No,5,No,0
15811177,€167949.48,1,No,3,No,0
15680587,€131254.81,1,No,4,No,0
15672821,€0.0,2,Yes,5,Yes,0
15767681,€0.0,2,Yes,9,Yes,0
15600379,€86656.13,1,Yes,7,Yes,0
15801336,€114737.26,1,Yes,8,Yes,1
15721592,€0.0,2,No,5,No,0
15581282,€0.0,1,No,6,No,0
15746203,€119817.33,1,Yes,4,Yes,1
15583137,€130806.99,2,Yes,7,Yes,1
15680752,€0.0,1,Yes,0,Yes,1
15688172,€0.0,2,No,5,No,0
15791373,€80931.75,1,No,2,No,1
15589449,€0.0,3,Yes,3,Yes,1
15692819,€132178.67,1,No,1,No,0
15727467,€0.0,2,No,3,No,0
15734312,€0.0,2,Yes,6,Yes,0
15764604,€164769.02,3,No,7,No,1
15613014,€107233.85,2,No,1,No,0
15759684,€176227.07,2,Yes,7,Yes,0
15609669,€109949.39,2,Yes,4,Yes,0
15685536,€0.0,2,Yes,5,Yes,0
15750447,€117738.81,1,No,10,No,1
15663249,€133292.45,1,No,9,No,0
15638646,€160474.59,1,Yes,1,Yes,0
15734161,€0.0,2,No,6,No,0
15631070,€154393.43,1,Yes,9,Yes,1
15761950,€110827.49,1,Yes,9,Yes,1
15649668,€145750.45,2,Yes,10,Yes,0
15713912,€109044.3,1,Yes,8,Yes,0
15586757,€75170.54,1,Yes,4,Yes,0
15596522,€0.0,2,No,2,No,0
15625395,€105795.9,1,Yes,6,Yes,0
15760570,€0.0,2,No,5,No,0
15566689,€0.0,2,Yes,8,Yes,0
15725794,€0.0,1,No,1,No,1
15673539,€118097.87,1,No,3,No,0
15705298,€172693.54,1,No,0,No,0
15675791,€129440.3,2,No,4,No,0
15747043,€0.0,2,No,4,No,0
15736397,€96471.2,1,No,1,No,0
15678201,€0.0,1,Yes,1,Yes,1
15720745,€140197.18,1,Yes,4,Yes,0
15637593,€0.0,2,No,6,No,0
15598070,€135946.26,1,No,4,No,0
15787550,€0.0,2,Yes,3,Yes,0
15603942,€81290.02,3,Yes,3,Yes,1
15733973,€0.0,1,No,8,No,1
15596761,€113715.36,1,No,9,No,1
15652400,€168883.08,1,Yes,2,Yes,0
15717893,€143421.74,1,No,8,No,0
15622585,€153644.39,1,Yes,7,Yes,0
15733964,€109330.06,1,Yes,1,Yes,0
15753861,€115095.88,2,No,1,No,0
15747097,€0.0,1,Yes,10,Yes,1
15594762,€183276.32,1,Yes,1,Yes,0
15667417,€68193.72,1,No,9,No,0
15684861,€0.0,2,No,8,No,0
15742204,€139729.54,1,Yes,6,Yes,0
15623502,€98365.33,1,Yes,4,Yes,0
15774872,€0.0,2,No,10,No,0
15611191,€122453.97,2,Yes,10,Yes,0
15674331,€132174.41,2,No,7,No,0
15619465,€0.0,2,Yes,2,Yes,0
15575247,€0.0,2,No,1,No,0
15695679,€104349.45,1,No,2,No,0
15713463,€138881.04,1,No,2,No,1
15785170,€116968.91,1,No,0,No,0
15796351,€105346.03,2,Yes,1,Yes,0
15639576,€136623.19,1,No,9,No,0
15693264,€0.0,2,Yes,10,Yes,0
15589715,€0.0,1,No,5,No,1
15769902,€0.0,2,Yes,6,Yes,0
15587177,€124445.52,1,No,6,No,0
15814553,€68999.66,2,Yes,5,Yes,0
15601550,€85768.42,1,Yes,6,Yes,0
15664907,€0.0,1,No,1,No,1
15612465,€100628.0,2,Yes,9,Yes,0
15810800,€0.0,1,Yes,0,Yes,0
15665760,€0.0,2,Yes,7,Yes,0
15588080,€0.0,1,No,6,No,1
15776844,€0.0,2,No,6,No,0
15717560,€125647.36,1,No,0,No,1
15629739,€100375.39,1,Yes,8,Yes,0
15729908,€0.0,1,No,10,No,0
15716781,€171922.72,1,Yes,7,Yes,0
15646936,€146810.99,2,Yes,2,Yes,0
15768151,€109032.23,1,Yes,3,Yes,1
15579212,€0.0,1,No,6,No,1
15721835,€0.0,1,No,7,No,0
15800515,€128653.59,1,No,5,No,0
15591279,€80387.81,1,Yes,3,Yes,0
15587419,€0.0,2,Yes,8,Yes,1
15750335,€108508.82,3,No,0,No,1
15699619,€155978.17,1,No,10,No,0
15606472,€0.0,1,Yes,5,Yes,0
15778368,€121175.56,1,No,4,No,1
15671387,€89349.47,2,No,4,No,0
15573926,€86131.71,2,No,7,No,0
15709183,€102346.86,1,Yes,3,Yes,0
15577514,€121263.62,1,Yes,7,Yes,0
15778830,€0.0,2,No,2,No,0
15768072,€0.0,1,No,2,No,1
15768293,€0.0,2,Yes,3,Yes,0
15654456,€149726.08,1,No,6,No,1
15807525,€0.0,2,No,2,No,1
15574372,€161274.05,2,No,5,No,0
15671249,€0.0,2,No,2,No,0
15779744,€103138.17,1,Yes,1,Yes,0
15624755,€109628.44,1,No,3,No,0
15611430,€0.0,1,No,5,No,1
15774744,€97286.16,2,No,7,No,0
15629885,€118004.26,1,No,7,No,0
15708791,€85534.83,1,No,9,No,0
15793890,€0.0,1,Yes,4,Yes,1
15646091,€95140.44,2,No,4,No,1
15596984,€0.0,1,Yes,6,Yes,1
15800215,€0.0,2,Yes,3,Yes,0
15577806,€75900.84,1,Yes,1,Yes,0
15749381,€126619.27,1,No,2,No,0
15683758,€111833.47,1,No,7,No,0
15670615,€0.0,2,No,7,No,0
15715622,€238387.56,1,Yes,3,Yes,1
15707634,€108698.96,2,Yes,2,Yes,0
15806901,€112687.69,1,Yes,2,Yes,0
15775335,€81556.89,2,No,4,No,0
15724150,€136596.85,1,Yes,9,Yes,0
15627220,€98807.45,1,No,9,No,1
15672330,€0.0,2,Yes,1,Yes,0
15668521,€0.0,2,Yes,1,Yes,0
15807837,€107499.7,1,Yes,6,Yes,0
15592570,€0.0,2,No,8,No,0
15748589,€0.0,2,No,9,No,0
15635893,€0.0,2,Yes,8,Yes,0
15757632,€176024.05,2,No,1,No,0
15691863,€0.0,2,Yes,3,Yes,0
15706071,€127631.62,1,Yes,0,Yes,1
15654296,€0.0,1,No,9,No,0
15755018,€109819.16,2,No,10,No,0
15594041,€138734.94,1,No,2,No,0
15670587,€111363.1,2,No,10,No,0
15724527,€0.0,2,Yes,9,Yes,0
15801904,€143988.0,2,No,0,No,1
15658195,€118838.75,1,Yes,5,Yes,0
15630113,€161637.75,1,Yes,4,Yes,0
15784320,€133793.89,1,Yes,3,Yes,1
15676513,€71553.83,1,No,8,No,0
15574072,€0.0,1,Yes,8,Yes,0
15633854,€0.0,2,No,3,No,0
15618566,€0.0,2,Yes,7,Yes,0
15733014,€64667.95,2,Yes,10,Yes,0
15753343,€121164.11,1,Yes,2,Yes,0
15746076,€0.0,2,No,3,No,0
15608226,€98903.06,1,Yes,3,Yes,0
15605684,€104158.84,1,No,7,No,0
15638988,€0.0,2,Yes,6,Yes,0
15628767,€139529.93,2,Yes,3,Yes,1
15737977,€0.0,2,Yes,6,Yes,0
15758116,€64646.7,1,No,5,No,1
15575119,€0.0,2,Yes,3,Yes,1
15625126,€0.0,2,Yes,6,Yes,0
15567114,€118894.22,1,No,1,No,0
15672242,€0.0,1,Yes,2,Yes,0
15681327,€0.0,2,Yes,9,Yes,0
15802585,€68213.99,1,Yes,8,Yes,0
15740630,€0.0,2,No,1,No,0
15815420,€139196.0,1,Yes,8,Yes,0
15711468,€0.0,2,Yes,7,Yes,0
15799626,€126345.55,1,Yes,4,Yes,1
15659325,€0.0,2,Yes,5,Yes,0
15651352,€0.0,1,No,2,No,1
15684925,€0.0,2,No,3,No,0
15657439,€0.0,2,Yes,4,Yes,0
15574122,€129278.43,1,No,5,No,0
15720508,€119558.35,1,No,3,No,0
15599078,€92467.58,1,No,5,No,0
15702300,€0.0,2,No,5,No,0
15660735,€0.0,2,No,6,No,0
15671390,€0.0,2,No,10,No,0
15647385,€99340.83,1,No,4,No,1
15739223,€0.0,2,Yes,3,Yes,0
15631305,€126833.79,2,No,4,No,1
15809263,€109676.52,1,Yes,5,Yes,0
15640866,€0.0,1,Yes,3,Yes,0
15775663,€134729.99,2,Yes,6,Yes,0
15631800,€98431.37,1,No,3,No,0
15654292,€130368.31,2,No,8,No,0
15648320,€123974.96,1,No,7,No,0
15726747,€138082.16,1,Yes,4,Yes,0
15694510,€129855.32,1,No,1,No,0
15572291,€132308.22,1,No,6,No,0
15603465,€155447.65,2,No,5,No,1
15685628,€124268.64,2,Yes,2,Yes,0
15792729,€176311.36,1,No,9,No,0
15767414,€99886.42,2,Yes,2,Yes,0
15568044,€0.0,2,Yes,7,Yes,0
15751333,€0.0,2,Yes,2,Yes,0
15623062,€85089.3,1,Yes,5,Yes,0
15713621,€134318.21,2,Yes,10,Yes,0
15670668,€75395.53,2,Yes,5,Yes,0
15750638,€116765.7,1,No,5,No,1
15747878,€0.0,1,Yes,4,Yes,0
15726796,€111501.66,1,Yes,7,Yes,0
15754952,€76595.08,2,No,7,No,0
15652192,€160541.36,2,No,9,No,0
15681924,€129728.6,1,No,2,No,0
15763544,€0.0,2,No,1,No,0
15764431,€130929.02,4,Yes,5,Yes,1
15684010,€116800.25,1,Yes,2,Yes,0
15648881,€101016.53,1,Yes,0,Yes,1
15733303,€0.0,2,Yes,5,Yes,0
15643294,€190566.65,1,Yes,8,Yes,0
15749905,€0.0,1,No,6,No,1
15625175,€97067.69,1,Yes,6,Yes,1
15643967,€92208.54,1,Yes,4,Yes,1
15578251,€186347.97,2,No,2,No,0
15772573,€103176.62,1,Yes,2,Yes,0
15733234,€0.0,1,Yes,4,Yes,1
15721582,€77270.08,2,Yes,4,Yes,1
15628219,€111911.63,1,Yes,3,Yes,1
15571302,€94216.05,1,Yes,5,Yes,0
15637178,€0.0,2,Yes,7,Yes,0
15601184,€0.0,2,No,3,No,0
15629511,€106770.82,1,No,6,No,0
15570629,€138089.97,2,Yes,5,Yes,0
15665766,€133191.19,2,Yes,9,Yes,0
15693732,€0.0,2,Yes,9,Yes,0
15765982,€74135.85,1,Yes,7,Yes,1
15582016,€99208.46,2,No,6,No,0
15798024,€92242.34,1,Yes,8,Yes,0
15588622,€108380.72,1,Yes,7,Yes,0
15724863,€91893.32,1,No,4,No,1
15618213,€85757.93,1,Yes,7,Yes,0
15780411,€0.0,2,No,3,No,0
15725429,€96759.42,1,Yes,8,Yes,0
15600626,€0.0,2,Yes,6,Yes,0
15668460,€0.0,2,Yes,6,Yes,0
15576263,€0.0,1,No,5,No,0
15720354,€0.0,2,Yes,4,Yes,0
15691624,€132150.26,2,No,2,No,0
15793196,€0.0,2,Yes,9,Yes,0
15633352,€175443.75,1,No,6,No,1
15750874,€78990.15,1,Yes,3,Yes,0
15588923,€113743.37,1,No,4,No,0
15715745,€157624.84,1,Yes,5,Yes,0
15611800,€125163.62,2,Yes,7,Yes,0
15576928,€0.0,1,No,2,No,0
15793693,€0.0,1,Yes,9,Yes,0
15581252,€80922.75,1,No,7,No,0
15797760,€193354.86,2,No,3,No,0
15790564,€107648.94,2,Yes,9,Yes,0
15593736,€131769.04,1,No,7,No,1
15595937,€138992.48,2,No,1,No,0
15815628,€113899.92,1,No,8,No,0
15782802,€114450.32,1,Yes,6,Yes,0
15627412,€0.0,2,No,3,No,0
15734609,€0.0,2,Yes,2,Yes,0
15710689,€63609.92,1,No,6,No,1
15565806,€0.0,2,No,9,No,0
15815530,€75497.51,1,No,10,No,0
15632272,€0.0,2,No,2,No,0
15684103,€0.0,2,Yes,10,Yes,0
15654519,€0.0,2,Yes,1,Yes,0
15767722,€117704.73,1,No,0,No,0
15654346,€130463.55,2,Yes,1,Yes,0
15660147,€46161.18,1,Yes,8,Yes,0
15814998,€0.0,2,No,5,No,0
15802207,€110182.54,2,Yes,4,Yes,0
15658668,€0.0,2,No,10,No,0
15715079,€117221.15,1,No,9,No,0
15570360,€0.0,2,No,4,No,0
15674678,€79120.27,1,No,9,No,1
15780925,€177069.24,2,Yes,1,Yes,0
15688193,€61636.97,1,No,3,No,0
15778219,€0.0,1,No,5,No,0
15696514,€104414.03,1,No,6,No,0
15712303,€159732.02,1,Yes,4,Yes,0
15719090,€89437.03,1,Yes,4,Yes,0
15735632,€0.0,1,Yes,8,Yes,0
